ProductCode,Units,Pieces,Grade,Date
WS1LMISC8,216,0,WASTE,6/21/2013
WS1LMISC8,228,0,WASTE,6/21/2013
WS1LMISC8,211,0,WASTE,6/21/2013
WS1LMISC8,420,0,WASTE,6/21/2013
WS1LMISC8,492,0,WASTE,6/21/2013
4TOS4,480,0,DEALER,7/1/2013
4TOS6,160,0,DEALER,7/1/2013
4TOS8,360,0,DEALER,7/1/2013
4TOS12,240,0,DEALER,7/1/2013
5TOS4,432,0,DEALER,7/1/2013
5TOS8,108,0,DEALER,7/1/2013
4TOS4,480,0,DEALER,7/1/2013
4TOS6,160,0,DEALER,7/1/2013
5TOS4,432,0,DEALER,7/1/2013
5TOS6,288,0,DEALER,7/1/2013
5TOS10,180,0,DEALER,7/1/2013
5TOS12,144,0,DEALER,7/1/2013
1LOM5CL,210,0,DEALER,7/18/2013
1LOMSA8,630,0,DEALER,7/18/2013
1LSH,140,0,DEALER,7/18/2013
4TOS4,480,0,DEALER,7/18/2013
5TOS4,216,0,DEALER,7/18/2013
5TOS6,144,0,DEALER,7/18/2013
1LSHRND,180,0,DEALER,7/18/2013
7LOM12,336,0,DEALER,7/9/2013
1LOM4CL,105,0,DEALER,7/9/2013
1LOM5CL,1260,0,DEALER,7/9/2013
1LOM8CL,525,0,DEALER,7/9/2013
1LOMSG4,1400,0,DEALER,7/9/2013
7POM348,45,0,DEALER,7/9/2013
7POMSE,360,0,DEALER,7/9/2013
4TOS2,880,0,DEALER,7/9/2013
4TOS4,960,0,DEALER,7/9/2013
4TOS6,320,0,DEALER,7/9/2013
4TOS8,360,0,DEALER,7/9/2013
4TOS12,80,0,DEALER,7/9/2013
5TOS4,216,0,DEALER,7/9/2013
5TOS6,288,0,DEALER,7/9/2013
5TOS8,108,0,DEALER,7/9/2013
7LOM8,252,0,DEALER,7/9/2013
7LOM6,336,0,DEALER,7/9/2013
7LSM,336,0,DEALER,7/5/2013
7POM348,180,0,DEALER,7/5/2013
4TOS4,480,0,DEALER,7/5/2013
4TOS6,320,0,DEALER,7/5/2013
5TOS6,288,0,DEALER,7/5/2013
5TOS8,108,0,DEALER,7/5/2013
7POM349,360,0,DEALER,6/25/2013
7PSMSE,360,0,DEALER,6/25/2013
7POM348,1575,0,DEALER,6/25/2013
4TOS6,320,0,DEALER,6/25/2013
4TOS4,2400,0,DEALER,6/25/2013
1LOM4CL,735,0,DEALER,6/25/2013
7POM349,45,0,DEALER,7/11/2013
1LOMSG4,140,0,DEALER,7/11/2013
4TOS4,960,0,DEALER,7/11/2013
4TOS496,192,0,DEALER,7/11/2013
4TOS8,120,0,DEALER,7/11/2013
5TOS4,432,0,DEALER,7/11/2013
7POM348,270,0,DEALER,7/11/2013
4TOS2,440,0,DEALER,7/11/2013
4TOS6,160,0,DEALER,7/11/2013
4TOS8,120,0,DEALER,7/11/2013
4TOS12,80,0,DEALER,7/11/2013
5TOS8,108,0,DEALER,7/11/2013
5TOS12,72,0,DEALER,7/11/2013
7POMSE,360,0,DEALER,7/11/2013
1LOM5CL,420,0,DEALER,7/11/2013
1LOMSG4,420,0,DEALER,7/11/2013
7LOM9,420,0,DEALER,7/8/2013
7LOM12,672,0,DEALER,7/8/2013
7LOMSF,504,0,DEALER,7/8/2013
7POMSE,1980,0,DEALER,7/8/2013
4TOS4,2400,0,DEALER,7/8/2013
4FOM8,960,0,DEALER,7/8/2013
1LOM5CL,105,0,DEALER,7/26/2013
7POMSP,1485,0,DEALER,7/26/2013
1LOM5CL,105,0,DEALER,7/26/2013
4TOS496,576,0,DEALER,7/26/2013
7POMSP,1350,0,DEALER,7/26/2013
1LOM5CL12,1050,0,DEALER,7/26/2013
4TOS496,192,0,DEALER,7/26/2013
7POMSP,1935,0,DEALER,7/26/2013
1LOM5CL12,945,0,DEALER,7/26/2013
7LOM12,672,0,DEALER,7/26/2013
4TOS496,576,0,DEALER,7/26/2013
1LOM5CL12,105,0,DEALER,7/26/2013
7POMSE,45,0,DEALER,7/26/2013
4TOS496,960,0,DEALER,7/26/2013
7POMSP,1620,0,DEALER,7/26/2013
1LOM5CL12,210,0,DEALER,7/26/2013
1LOMSA812,210,0,DEALER,7/26/2013
E1LOM5CL,111,0,ECON,7/11/2013
E1LOM5CL,190,0,ECON,7/11/2013
E1LOM5CL,103,0,ECON,7/11/2013
E1LOM5CL,105,0,ECON,7/11/2013
E1LOM5CL,107,0,ECON,7/11/2013
E7POMSP,180,0,ECON,7/11/2013
E7POMSE,45,0,ECON,7/11/2013
7LOM12,168,0,DEALER,7/11/2013
4TOS4,240,0,DEALER,7/11/2013
4TOS8,240,0,DEALER,7/11/2013
5TOS6,144,0,DEALER,7/11/2013
5TOS8,108,0,DEALER,7/11/2013
7LOM9,1890,0,DEALER,7/8/2013
7LOM9,217,0,DEALER,7/8/2013
7LOM12,1848,0,DEALER,7/8/2013
1LOMSG4,2800,0,DEALER,7/8/2013
7POMSE,450,0,DEALER,7/8/2013
4TOS10,400,0,DEALER,7/8/2013
5TOS4,1080,0,DEALER,7/8/2013
5TOS6,432,0,DEALER,7/8/2013
5TOS10,180,0,DEALER,7/8/2013
1LOMSL8,9870,0,DEALER,7/18/2013
1LOMSL8,240,0,DEALER,7/18/2013
1LOM5CL,105,0,DEALER,7/18/2013
1LOMSL8,420,0,DEALER,7/18/2013
4TOS4,480,0,DEALER,7/18/2013
4TOS6,160,0,DEALER,7/18/2013
5TOS4,1080,0,DEALER,7/18/2013
1LOM4CL,210,0,DEALER,7/18/2013
1LOM5CL,210,0,DEALER,7/18/2013
1LOMSA12,280,0,DEALER,7/18/2013
1LSHRND,180,0,DEALER,7/18/2013
4TOS6,160,0,DEALER,7/18/2013
4TOS8,120,0,DEALER,7/18/2013
4TOS12,80,0,DEALER,7/18/2013
7LSMVF12,162,0,DEALER,7/18/2013
1LOM8CL,105,0,DEALER,7/18/2013
1LOM126CL,140,0,DEALER,7/18/2013
1LOM8CL,105,0,DEALER,7/18/2013
1LOMSL8,210,0,DEALER,7/18/2013
1LOMSA8,420,0,DEALER,7/18/2013
1LOMSA12,140,0,DEALER,7/18/2013
1LOMSLC6,280,0,DEALER,7/18/2013
7POM348,135,0,DEALER,7/18/2013
4TOS4,240,0,DEALER,7/18/2013
E1LOM5CL,124,0,ECON,7/23/2013
E1LOM5CL,76,0,ECON,7/23/2013
58TOM4DTU,4032,0,DEALER,5/17/2013
7LOM8,252,0,DEALER,7/18/2013
7LOM12,1008,0,DEALER,7/18/2013
1LOMCHR,525,0,DEALER,7/18/2013
1LOMCHR,45,0,DEALER,7/18/2013
1LOM5CL,2520,0,DEALER,7/18/2013
1LSH,140,0,DEALER,7/18/2013
1LSH,104,0,DEALER,7/18/2013
7LSM,168,0,DEALER,7/18/2013
7POM347,90,0,DEALER,7/18/2013
7POM348,180,0,DEALER,7/18/2013
7POMSE,180,0,DEALER,7/18/2013
7LSM,336,0,DEALER,7/15/2013
5TOS8,432,0,DEALER,7/15/2013
4TOS6,320,0,DEALER,7/15/2013
7POM348,180,0,DEALER,7/15/2013
7POM349,45,0,DEALER,7/15/2013
7LOM6,672,0,DEALER,7/19/2013
7LOM8,3024,0,DEALER,7/19/2013
7LOM9,1050,0,DEALER,7/19/2013
1LOMCHR,210,0,DEALER,7/19/2013
1LOM4CL,210,0,DEALER,7/19/2013
1LOM5CL,420,0,DEALER,7/19/2013
1LOM5CL,90,0,DEALER,7/19/2013
1LOM8CL,105,0,DEALER,7/19/2013
7LSM,168,0,DEALER,7/19/2013
7POM348,135,0,DEALER,7/19/2013
7POMSE,495,0,DEALER,7/19/2013
7POM348,585,0,DEALER,7/23/2013
1PADSL,111,0,DEALER,7/23/2013
1LOM5CL,210,0,DEALER,7/23/2013
1LOM5CL,1155,0,DEALER,7/24/2013
WSMISC4896,13,0,WASTE,7/2/2013
WSMISC4896,16,0,WASTE,7/2/2013
WSMISC4896,50,0,WASTE,7/2/2013
WSMISC4896,29,0,WASTE,7/2/2013
WSMISC4896,33,0,WASTE,7/2/2013
WSMISC4896,37,0,WASTE,7/2/2013
WSMISC4896,42,0,WASTE,7/2/2013
WSMISC4896,450,0,WASTE,7/2/2013
WSMISC4896,46,0,WASTE,7/2/2013
WSMISC4896,47,0,WASTE,7/2/2013
WSMISC4896,54,0,WASTE,7/2/2013
WSMISC4896,8,0,WASTE,7/9/2013
4TOS496,2,0,DEALER,7/9/2013
1LOMCHR,105,0,DEALER,7/11/2013
1LOM4CL,210,0,DEALER,7/11/2013
1LOM5CL,315,0,DEALER,7/11/2013
1LOMSL8,210,0,DEALER,7/11/2013
1LOMSA8,210,0,DEALER,7/11/2013
1LOMSA12,280,0,DEALER,7/11/2013
7LSMVF12,168,0,DEALER,7/11/2013
7LOM8,252,0,DEALER,7/18/2013
7LOM12,168,0,DEALER,7/18/2013
7POM348,90,0,DEALER,7/18/2013
4TOS4,960,0,DEALER,7/18/2013
4TOS6,160,0,DEALER,7/18/2013
4TOS8,120,0,DEALER,7/18/2013
5TOS8,216,0,DEALER,7/18/2013
5TOS6,576,0,DEALER,7/18/2013
58TOM3DTP,17712,0,DEALER,7/15/2013
58TOM4DTP,2304,0,DEALER,7/15/2013
58TOM6DTP,1152,0,DEALER,7/15/2013
58TOM6DTP,188,0,DEALER,7/15/2013
WSMISC4896,855,0,WASTE,7/9/2013
WSMISC4896,44,0,WASTE,7/9/2013
1LOM4CL,210,0,DEALER,7/18/2013
1LOM5CL,315,0,DEALER,7/18/2013
1LOM8CL,105,0,DEALER,7/18/2013
1LOMSA8,210,0,DEALER,7/18/2013
7POMRBB8,45,0,DEALER,7/18/2013
4TOS4,480,0,DEALER,7/18/2013
4TOS496,192,0,DEALER,7/18/2013
4TOS6,160,0,DEALER,7/18/2013
1LOM124CL,420,0,DEALER,7/31/2013
7POMRBB8,45,0,DEALER,7/31/2013
7POM348,180,0,DEALER,7/31/2013
7LOM12,672,0,DEALER,7/31/2013
7POMSE,405,0,DEALER,7/31/2013
WXMINV,1785,0,WIP,7/31/2013
1LOM5CL,315,0,DEALER,6/28/2013
1LOM8CL,105,0,DEALER,6/28/2013
4TOS4,960,0,DEALER,6/28/2013
4TOS6,160,0,DEALER,6/28/2013
7POMSE,360,0,DEALER,6/28/2013
4TOS8,120,0,DEALER,6/28/2013
1LOMSA8,210,0,DEALER,6/28/2013
58TOM4DTU,3744,0,DEALER,6/13/2013
58TOM4DTU,328,0,DEALER,6/13/2013
7LOM8,252,0,DEALER,7/11/2013
1PADSL,37,0,DEALER,7/11/2013
7POM349,45,0,DEALER,7/11/2013
7POMSE,135,0,DEALER,7/11/2013
7POM348,225,0,DEALER,7/11/2013
5TOS6,144,0,DEALER,7/11/2013
7LSM,168,0,DEALER,7/11/2013
4TOS4,240,0,DEALER,7/11/2013
4TOS6,160,0,DEALER,7/11/2013
WSMISC4896,10,0,WASTE,7/19/2013
7POMSE,1080,0,DEALER,7/19/2013
4TOS2,440,0,DEALER,7/19/2013
4TOS4,2160,0,DEALER,7/19/2013
4TOS4,160,0,DEALER,7/19/2013
4TOS6,640,0,DEALER,7/19/2013
4TOS8,1320,0,DEALER,7/19/2013
4TOS12,320,0,DEALER,7/19/2013
4TOS12,88,0,DEALER,7/19/2013
5TOS4,648,0,DEALER,7/19/2013
5TOS4,194,0,DEALER,7/19/2013
5TOS6,144,0,DEALER,7/19/2013
5TOS6,130,0,DEALER,7/19/2013
5TOS8,432,0,DEALER,7/19/2013
WSMISC4896,9,0,WASTE,7/17/2013
WSMISC4896,10,0,WASTE,7/17/2013
WSMISC4896,12,0,WASTE,7/17/2013
WSMISC4896,14,0,WASTE,7/17/2013
WSMISC4896,16,0,WASTE,7/17/2013
WSMISC4896,18,0,WASTE,7/17/2013
WSMISC4896,29,0,WASTE,7/17/2013
WSMISC4896,33,0,WASTE,7/17/2013
WSMISC4896,38,0,WASTE,7/17/2013
WSMISC4896,42,0,WASTE,7/17/2013
WSMISC4896,44,0,WASTE,7/17/2013
WSMISC4896,765,0,WASTE,7/17/2013
WSMISC4896,92,0,WASTE,7/17/2013
WSMISC4896,48,0,WASTE,7/17/2013
1LOM5CL,420,0,DEALER,7/25/2013
1LOMSLC6,140,0,DEALER,7/25/2013
1LSH,280,0,DEALER,7/25/2013
4TOS4,240,0,DEALER,7/25/2013
5TOS4,216,0,DEALER,7/25/2013
E7POMSP,180,0,ECON,7/29/2013
E1LOM5CL,100,0,ECON,7/29/2013
E1LOM5CL,82,0,ECON,7/29/2013
7POMSE,315,0,DEALER,7/10/2013
7POM348,135,0,DEALER,7/10/2013
1LSH,420,0,DEALER,7/10/2013
1LSHCRT,180,0,DEALER,7/10/2013
1LSH,140,0,DEALER,7/10/2013
7LOM8,252,0,DEALER,7/10/2013
7LSM,168,0,DEALER,7/10/2013
7POM348,225,0,DEALER,7/10/2013
1LOM5CL,315,0,DEALER,7/8/2013
1LOM8CL,210,0,DEALER,7/8/2013
1LOMSL8,210,0,DEALER,7/8/2013
1LSHCRT,720,0,DEALER,7/8/2013
5TOS4,648,0,DEALER,7/8/2013
7LOMSF,252,0,DEALER,7/18/2013
7LSH,1008,0,DEALER,7/18/2013
7POMSE,450,0,DEALER,7/18/2013
4TOS2,880,0,DEALER,7/18/2013
4TOS4,4560,0,DEALER,7/18/2013
4TOS6,1440,0,DEALER,7/18/2013
4TOS8,600,0,DEALER,7/18/2013
4TOS8,128,0,DEALER,7/18/2013
4TOS10,200,0,DEALER,7/18/2013
4FOM8,240,0,DEALER,7/18/2013
7LOM6,336,0,DEALER,7/19/2013
7LOM9,1050,0,DEALER,7/19/2013
7LOM12,672,0,DEALER,7/19/2013
1LOM4CL,420,0,DEALER,7/19/2013
1LOM8CL,210,0,DEALER,7/19/2013
1LOMSG4,3360,0,DEALER,7/19/2013
7LOMSF,378,0,DEALER,7/19/2013
1PADSL,37,0,DEALER,7/19/2013
7POM348,180,0,DEALER,7/19/2013
7POMSE,180,0,DEALER,7/19/2013
4TOS4,480,0,DEALER,7/19/2013
4TOS10,400,0,DEALER,7/19/2013
4TOS12,80,0,DEALER,7/19/2013
5TOS2,396,0,DEALER,7/19/2013
5TOS4,432,0,DEALER,7/19/2013
5TOS6,144,0,DEALER,7/19/2013
5TOS8,216,0,DEALER,7/19/2013
5TOS12,72,0,DEALER,7/19/2013
4FOM6,160,0,DEALER,7/19/2013
1LSHDIA,180,0,DEALER,7/19/2013
7POMSE,225,0,DEALER,7/19/2013
1LOMSG4,560,0,DEALER,7/19/2013
1LSHFISH,540,0,DEALER,7/19/2013
7LOMSF,252,0,DEALER,7/19/2013
4TOS2,880,0,DEALER,7/19/2013
4TOS4,1680,0,DEALER,7/19/2013
5TOS4,2592,0,DEALER,7/19/2013
5TOS6,720,0,DEALER,7/19/2013
5TOS8,324,0,DEALER,7/19/2013
5TOS10,180,0,DEALER,7/19/2013
4FOM8,240,0,DEALER,7/19/2013
4FOM8,105,0,DEALER,7/19/2013
7LOM8,756,0,DEALER,7/19/2013
7LOM8,204,0,DEALER,7/19/2013
1LOMSA8,210,0,DEALER,7/25/2013
1LOMSLC6,700,0,DEALER,7/25/2013
1LSH,140,0,DEALER,7/25/2013
1LOM5CL,210,0,DEALER,7/25/2013
4TOS4,240,0,DEALER,7/25/2013
4TOS6,160,0,DEALER,7/25/2013
E7POMSP,360,0,ECON,7/31/2013
7LOM12,168,0,DEALER,8/2/2013
7POMSP,1035,0,DEALER,8/2/2013
4TOS496,1344,0,DEALER,8/2/2013
7POMSP,1800,0,DEALER,8/2/2013
1LOM5CL12,945,0,DEALER,8/2/2013
4TOS496,384,0,DEALER,8/2/2013
7POMSP,1620,0,DEALER,8/2/2013
1LOM5CL12,315,0,DEALER,8/2/2013
1LOMSA812,420,0,DEALER,8/2/2013
4TOS496,1152,0,DEALER,8/2/2013
7POMSP,1260,0,DEALER,8/2/2013
1LOM5CL12,1260,0,DEALER,8/2/2013
1LOMSA812,1260,0,DEALER,8/2/2013
4TOS496,768,0,DEALER,8/2/2013
7POMSE,135,0,DEALER,8/2/2013
5TOS4,22,0,DEALER,7/8/2013
4TOS3,15,0,DEALER,7/8/2013
1LOMSL8,194,0,DEALER,7/8/2013
1LSH,36,0,DEALER,7/8/2013
4FOM8,15,0,DEALER,7/8/2013
7POMSE,900,0,DEALER,7/23/2013
1LOMSG4,2800,0,DEALER,7/23/2013
4TOS4,1920,0,DEALER,7/23/2013
4TOS6,1280,0,DEALER,7/23/2013
4TOS8,960,0,DEALER,7/23/2013
7LOM8,756,0,DEALER,7/23/2013
7LOM12,504,0,DEALER,7/23/2013
4TOS2,1760,0,DEALER,7/23/2013
4TOS4,3840,0,DEALER,7/23/2013
4TOS6,800,0,DEALER,7/23/2013
4TOS8,120,0,DEALER,7/23/2013
4TOS10,100,0,DEALER,7/23/2013
5TOS4,864,0,DEALER,7/23/2013
5TOS6,864,0,DEALER,7/23/2013
5TOS8,108,0,DEALER,7/23/2013
5TOS10,90,0,DEALER,7/23/2013
5TOS12,72,0,DEALER,7/23/2013
7LOM8,1260,0,DEALER,7/23/2013
7LOM12,336,0,DEALER,7/23/2013
7LOMSF,126,0,DEALER,7/23/2013
1LOM5CL,105,0,DEALER,7/25/2013
1LOMSL8,420,0,DEALER,7/25/2013
1LOMSA8,210,0,DEALER,7/25/2013
7POM348,405,0,DEALER,7/25/2013
5TOS4,216,0,DEALER,7/25/2013
5TOS8,108,0,DEALER,7/25/2013
E7POMSP,90,0,ECON,5/8/2013
1LOM124CL,140,0,DEALER,7/25/2013
7LOM8,1764,0,DEALER,7/25/2013
7POMSE,585,0,DEALER,7/25/2013
1LOMSG4,1400,0,DEALER,7/25/2013
4TOS6,1600,0,DEALER,7/25/2013
4TOS8,960,0,DEALER,7/25/2013
4TOS10,200,0,DEALER,7/25/2013
4TOS12,240,0,DEALER,7/25/2013
4FOM8,120,0,DEALER,7/25/2013
5TOS4,648,0,DEALER,7/25/2013
4TOS4,240,0,DEALER,7/25/2013
1LOM126CL,700,0,DEALER,7/22/2013
1LOM126CL,160,0,DEALER,7/22/2013
1LOMSG4,4480,0,DEALER,7/22/2013
7LSMVF12,1344,0,DEALER,7/22/2013
1LOM124CL,560,0,DEALER,7/22/2013
1PADSL,148,0,DEALER,7/22/2013
7LOM12,2352,0,DEALER,7/22/2013
1LOM4CL,105,0,DEALER,7/31/2013
1LOM5CL,210,0,DEALER,7/31/2013
1LOM8CL,105,0,DEALER,7/31/2013
1LOMSA12,280,0,DEALER,7/31/2013
7LSM,168,0,DEALER,7/31/2013
7POM348,45,0,DEALER,7/31/2013
1LSHCRT,180,0,DEALER,7/31/2013
4TOS4,240,0,DEALER,7/31/2013
1POM8088,111,0,DEALER,7/31/2013
1LOMCHR,105,0,DEALER,7/25/2013
1LOM4CL,105,0,DEALER,7/25/2013
1LOM5CL,105,0,DEALER,7/25/2013
1LOMSL8,210,0,DEALER,7/25/2013
1LOMSA8,210,0,DEALER,7/25/2013
1LOMSA8,208,0,DEALER,7/25/2013
1LOMSLC6,140,0,DEALER,7/25/2013
7POMSE,90,0,DEALER,7/25/2013
1LOMSG4,280,0,DEALER,7/25/2013
1LSHFISH,180,0,DEALER,7/25/2013
5TOS6,144,0,DEALER,7/25/2013
4TOS4,240,0,DEALER,7/25/2013
7POM348,135,0,DEALER,8/7/2013
7POMSE,90,0,DEALER,8/7/2013
7LOM8,504,0,DEALER,7/25/2013
7LOM9,4410,0,DEALER,7/25/2013
7LOM12,1176,0,DEALER,7/25/2013
1LOM5CL,210,0,DEALER,7/25/2013
7LSM,168,0,DEALER,7/25/2013
7POMSE,315,0,DEALER,7/25/2013
7PSMSE,135,0,DEALER,7/25/2013
7LOMSF,504,0,DEALER,7/25/2013
4TOS2,440,0,DEALER,7/25/2013
5TOS6,144,0,DEALER,7/25/2013
7LOM6,336,0,DEALER,7/25/2013
7LOM8,252,0,DEALER,7/25/2013
7LOM12,168,0,DEALER,7/25/2013
1LOM5CL,1155,0,DEALER,7/25/2013
7POM347,135,0,DEALER,7/25/2013
7POM348,45,0,DEALER,7/25/2013
7POMSE,135,0,DEALER,7/25/2013
1LOMSG4,840,0,DEALER,7/25/2013
4TOS2,440,0,DEALER,7/25/2013
4TOS4,1200,0,DEALER,7/25/2013
4TOS6,480,0,DEALER,7/25/2013
4TOS6,192,0,DEALER,7/25/2013
4TOS8,1560,0,DEALER,7/25/2013
4TOS12,160,0,DEALER,7/25/2013
5TOS4,432,0,DEALER,7/25/2013
5TOS6,288,0,DEALER,7/25/2013
5TOS8,216,0,DEALER,7/25/2013
1LOM5CL,210,0,DEALER,8/1/2013
1LOM8CL,210,0,DEALER,8/1/2013
1LSHCRT,180,0,DEALER,8/1/2013
4TOS6,160,0,DEALER,8/1/2013
4TOS4,960,0,DEALER,7/25/2013
5TOS4,864,0,DEALER,7/25/2013
5TOS6,144,0,DEALER,7/25/2013
5TOS8,216,0,DEALER,7/25/2013
4TOS4,1440,0,DEALER,7/25/2013
4TOS6,480,0,DEALER,7/25/2013
4TOS8,120,0,DEALER,7/25/2013
4TOS12,80,0,DEALER,7/25/2013
5TOS4,216,0,DEALER,7/25/2013
7LOM6,1344,0,DEALER,7/25/2013
7LOM8,504,0,DEALER,7/25/2013
7LOM12,1848,0,DEALER,7/25/2013
7LOMSF,126,0,DEALER,7/25/2013
1LOM4CL,630,0,DEALER,7/25/2013
1LOMSG4,1120,0,DEALER,7/25/2013
7POMSE,630,0,DEALER,7/25/2013
E7POM348,90,0,ECON,7/30/2013
4TOS4,960,0,DEALER,7/31/2013
4TOS6,960,0,DEALER,7/31/2013
4TOS8,720,0,DEALER,7/31/2013
1LOM5CL,1050,0,DEALER,7/31/2013
1LOMCHR,1050,0,DEALER,7/31/2013
7POMSE,810,0,DEALER,7/31/2013
1PADSL,37,0,DEALER,7/31/2013
1LOM4CL,105,0,DEALER,7/31/2013
1LOM5CL,210,0,DEALER,7/31/2013
1LOMSL8,210,0,DEALER,7/31/2013
5TOS4,432,0,DEALER,7/31/2013
5TOS6,432,0,DEALER,7/31/2013
5TOS8,108,0,DEALER,7/31/2013
7POMSE,45,0,DEALER,7/31/2013
7LOM9,90,0,DEALER,7/31/2013
7LOM12,168,0,DEALER,8/9/2013
1LOM5CL,210,0,DEALER,8/9/2013
7POMSP,1440,0,DEALER,8/9/2013
7LSM,168,0,DEALER,8/9/2013
1LOM5CL,210,0,DEALER,8/9/2013
4TOS496,576,0,DEALER,8/9/2013
7POMSP,1710,0,DEALER,8/9/2013
1LOM5CL12,1155,0,DEALER,8/9/2013
4TOS496,192,0,DEALER,8/9/2013
7POMSP,1845,0,DEALER,8/9/2013
1LOM5CL12,210,0,DEALER,8/9/2013
1LOMSA812,420,0,DEALER,8/9/2013
4TOS496,768,0,DEALER,8/9/2013
1LOM5CL12,105,0,DEALER,8/9/2013
7POMSE,180,0,DEALER,8/9/2013
4TOS496,384,0,DEALER,8/9/2013
7POMSP,1440,0,DEALER,8/9/2013
1LOM5CL12,735,0,DEALER,8/9/2013
1LOMSA812,1260,0,DEALER,8/9/2013
1PTXA8BLK,222,0,DEALER,7/8/2013
7PTXA348,765,0,DEALER,6/28/2013
7POM347,135,0,DEALER,6/28/2013
7LOM8,1512,0,DEALER,7/31/2013
7LOM12,1008,0,DEALER,7/31/2013
7LOMSF,126,0,DEALER,7/31/2013
1LOM5CL,315,0,DEALER,7/31/2013
4TOS6,1440,0,DEALER,7/31/2013
4TOS8,1200,0,DEALER,7/31/2013
4TOS10,100,0,DEALER,7/31/2013
5TOS6,144,0,DEALER,7/31/2013
5TOS8,108,0,DEALER,7/31/2013
7LSH,840,0,DEALER,7/31/2013
4FOM8,600,0,DEALER,7/31/2013
7POMSE,450,0,DEALER,7/31/2013
1LOM4CL,105,0,DEALER,8/1/2013
1LOM5CL,315,0,DEALER,8/1/2013
1LOM8CL,210,0,DEALER,8/1/2013
1LOMSA12,140,0,DEALER,8/1/2013
7LSMVF12,168,0,DEALER,8/1/2013
4TOS2,440,0,DEALER,8/1/2013
1LOM126CL,280,0,DEALER,8/1/2013
7LOM6,672,0,DEALER,8/1/2013
7LOM8,504,0,DEALER,8/1/2013
7LOM9,1260,0,DEALER,8/1/2013
7LOM12,336,0,DEALER,8/1/2013
1LOM4CL,120,0,DEALER,8/1/2013
1LOM5CL,105,0,DEALER,8/1/2013
7LSM,336,0,DEALER,8/1/2013
7POM348,225,0,DEALER,8/1/2013
1LOMSG4,1120,0,DEALER,8/1/2013
7PSMSE,45,0,DEALER,8/1/2013
4TOS2,440,0,DEALER,8/1/2013
4TOS4,960,0,DEALER,8/1/2013
4TOS6,640,0,DEALER,8/1/2013
4TOS8,1080,0,DEALER,8/1/2013
4TOS10,200,0,DEALER,8/1/2013
4TOS12,80,0,DEALER,8/1/2013
5TOS4,1296,0,DEALER,8/1/2013
5TOS4,252,0,DEALER,8/1/2013
1PADSL,37,0,DEALER,8/1/2013
7LOM12,168,0,DEALER,8/1/2013
1LOM4CL,105,0,DEALER,8/1/2013
1LOM5CL,210,0,DEALER,8/1/2013
1LOM8CL,105,0,DEALER,8/1/2013
1LOMSA8,210,0,DEALER,8/1/2013
1LOMSA12,140,0,DEALER,8/1/2013
1LSH,140,0,DEALER,8/1/2013
7POM348,45,0,DEALER,8/1/2013
5TOS4,216,0,DEALER,8/1/2013
5TOS8,108,0,DEALER,8/1/2013
1LOMSG4,6720,0,DEALER,8/1/2013
1LOM5CL,2835,0,DEALER,7/30/2013
1LOMSF,105,0,DEALER,7/30/2013
7LOM12,336,0,DEALER,7/30/2013
7LOM6,336,0,DEALER,7/30/2013
7LOM8,252,0,DEALER,7/30/2013
1LOMCHR,630,0,DEALER,7/30/2013
1LOMSG4,1120,0,DEALER,7/30/2013
7POMSE,450,0,DEALER,7/30/2013
7POM348,45,0,DEALER,8/12/2013
7LOM12,336,0,DEALER,8/12/2013
7POMSE,45,0,DEALER,8/12/2013
5TOS10,90,0,DEALER,7/30/2013
E7POM348,20,0,ECON,7/30/2013
E7POM348,630,0,ECON,7/30/2013
E7POM348,30,0,ECON,7/30/2013
1LOM4CL,315,0,DEALER,7/30/2013
1LOM5CL,210,0,DEALER,7/30/2013
4TOS2,880,0,DEALER,7/29/2013
4TOS4,720,0,DEALER,7/29/2013
4TOS6,1120,0,DEALER,7/29/2013
4TOS8,840,0,DEALER,7/29/2013
4TOS12,160,0,DEALER,7/29/2013
5TOS4,432,0,DEALER,7/29/2013
5TOS6,288,0,DEALER,7/29/2013
5TOS8,216,0,DEALER,7/29/2013
7POMSE,855,0,DEALER,7/29/2013
7LOM12,336,0,DEALER,7/29/2013
7LSM,336,0,DEALER,7/29/2013
7POM348,135,0,DEALER,7/29/2013
1LOM4CL,315,0,DEALER,7/29/2013
7LOM6,336,0,DEALER,7/30/2013
7LOM8,252,0,DEALER,7/30/2013
7LOM12,336,0,DEALER,7/30/2013
1LOM4CL,315,0,DEALER,7/30/2013
1LOM5CL,1470,0,DEALER,7/30/2013
1LOM8CL,630,0,DEALER,7/30/2013
1LOMSG4,1120,0,DEALER,7/30/2013
4TOS2,440,0,DEALER,7/30/2013
4TOS4,960,0,DEALER,7/30/2013
4TOS6,320,0,DEALER,7/30/2013
4TOS8,360,0,DEALER,7/30/2013
5TOS4,216,0,DEALER,7/30/2013
7POMSE,360,0,DEALER,7/30/2013
7POM348,90,0,DEALER,7/30/2013
4TOS2,440,0,DEALER,8/1/2013
4TOS4,1200,0,DEALER,8/1/2013
4TOS6,320,0,DEALER,8/1/2013
4TOS8,120,0,DEALER,8/1/2013
4TOS12,80,0,DEALER,8/1/2013
5TOS4,216,0,DEALER,8/1/2013
5TOS6,144,0,DEALER,8/1/2013
5TOS8,108,0,DEALER,8/1/2013
1LOM5CL,2310,0,DEALER,8/1/2013
7POMSE,720,0,DEALER,8/1/2013
