ProductCode,Invoice Number,Units,Pieces,Grade,Date
5TOS4,3030190,864,0,DEALER,3/18/2013
5TOS12,3030190,72,0,DEALER,3/18/2013
1LSHCRT,3030191,1440,0,DEALER,3/18/2013
1LSH,3030191,140,0,DEALER,3/18/2013
1LOMSG4,3030191,140,0,DEALER,3/18/2013
1LOMSLC6,3030191,140,0,DEALER,3/18/2013
1LOM4CL,3030191,105,0,DEALER,3/18/2013
7POM348,3030192,810,0,DEALER,3/5/2013
7LOM12,3030192,168,0,DEALER,3/5/2013
5TOS4,3030229,432,0,DEALER,3/11/2013
5TOS6,3030229,432,0,DEALER,3/11/2013
5TOS8,3030229,216,0,DEALER,3/11/2013
5TOS10,3030229,180,0,DEALER,3/11/2013
5TOS12,3030229,144,0,DEALER,3/11/2013
1LOM124CL,3030270,420,0,DEALER,3/27/2013
1LOM124CL,3030270,125,0,DEALER,3/27/2013
1LOM4CL,3030270,105,0,DEALER,3/27/2013
7POM348,3030270,225,0,DEALER,3/27/2013
7LOM12,3030270,672,0,DEALER,3/27/2013
7POMSE,3030270,270,0,DEALER,3/27/2013
7LSM,3030270,168,0,DEALER,3/27/2013
4TOS4,3030273,720,0,DEALER,3/11/2013
4TOS6,3030273,320,0,DEALER,3/11/2013
4TOS8,3030273,120,0,DEALER,3/11/2013
5TOS4,3030273,1080,0,DEALER,3/11/2013
7LOM8,3030274,1260,0,DEALER,3/11/2013
7LOM12,3030274,1512,0,DEALER,3/11/2013
7LOMSF,3030274,756,0,DEALER,3/11/2013
7LSH,3030274,1680,0,DEALER,3/11/2013
4TOS4,3030274,4320,0,DEALER,3/11/2013
7POMSE,3030274,450,0,DEALER,3/11/2013
7LOM6,3030275,336,0,DEALER,3/19/2013
7LOM8,3030275,252,0,DEALER,3/19/2013
7LOM12,3030275,336,0,DEALER,3/19/2013
1LOM4CL,3030275,210,0,DEALER,3/19/2013
1LOM5CL,3030275,1260,0,DEALER,3/19/2013
1LOM8CL,3030275,105,0,DEALER,3/19/2013
1LOM8CL,3030275,117,0,DEALER,3/19/2013
1LOM126CL,3030275,140,0,DEALER,3/19/2013
1LOMSG4,3030275,560,0,DEALER,3/19/2013
7LSM,3030275,168,0,DEALER,3/19/2013
1LOMCHR,3030275,315,0,DEALER,3/19/2013
1LSH,3030275,140,0,DEALER,3/19/2013
4TOS4,3030275,1200,0,DEALER,3/19/2013
4TOS6,3030275,480,0,DEALER,3/19/2013
4TOS8,3030275,600,0,DEALER,3/19/2013
4TOS12,3030275,80,0,DEALER,3/19/2013
5TOS4,3030275,216,0,DEALER,3/19/2013
5TOS6,3030275,144,0,DEALER,3/19/2013
5TOS8,3030275,108,0,DEALER,3/19/2013
1LSHCRT,3030275,180,0,DEALER,3/19/2013
1PADSL,3030275,37,0,DEALER,3/19/2013
7POMSE,3030275,450,0,DEALER,3/19/2013
7POM348,3030275,90,0,DEALER,3/19/2013
7POM349,3030275,45,0,DEALER,3/19/2013
7POM347,3030275,45,0,DEALER,3/19/2013
WXMINV,3030307,2803,0,WIP,3/29/2013
4TOS496,3030310,960,0,DEALER,3/29/2013
1LOMSA8,3030310,420,0,DEALER,3/29/2013
7POMSP,3030310,2340,0,DEALER,3/29/2013
1LOM5CL12,3030310,315,0,DEALER,3/29/2013
4TOS496,3030311,384,0,DEALER,3/29/2013
1LOM5CL,3030311,630,0,DEALER,3/29/2013
7POMSP,3030311,2790,0,DEALER,3/29/2013
4TOS496,3030312,192,0,DEALER,3/29/2013
1LOMSA8,3030312,840,0,DEALER,3/29/2013
7POMSP,3030312,2115,0,DEALER,3/29/2013
1LOM5CL12,3030312,525,0,DEALER,3/29/2013
1LOM5CL,3030313,105,0,DEALER,3/29/2013
7POMSP,3030314,675,0,DEALER,3/29/2013
4TOS496,3030315,192,0,DEALER,3/29/2013
7POMSE,3030315,90,0,DEALER,3/29/2013
1LOMSA8,3030339,840,0,DEALER,3/14/2013
1LOMSLC6,3030339,140,0,DEALER,3/14/2013
1LOMSLC6,3030339,156,0,DEALER,3/14/2013
7POM348,3030339,360,0,DEALER,3/14/2013
7POMSE,3030339,45,0,DEALER,3/14/2013
5TOS4,3030340,1728,0,DEALER,3/13/2013
5TOS6,3030340,432,0,DEALER,3/13/2013
7LOM12,3030341,168,0,DEALER,3/19/2013
1LOM5CL,3030341,210,0,DEALER,3/19/2013
1LOMSA8,3030341,420,0,DEALER,3/19/2013
1POM8088,3030341,74,0,DEALER,3/19/2013
1LOMSG4,3030341,140,0,DEALER,3/19/2013
1LSHRND,3030341,180,0,DEALER,3/19/2013
4TOS4,3030341,480,0,DEALER,3/19/2013
5TOS6,3030341,144,0,DEALER,3/19/2013
7LOM8,3030341,252,0,DEALER,3/19/2013
1PTXA12BL,3030342,1364,0,DEALER,3/6/2013
5TTXA192,3030342,336,0,DEALER,3/6/2013
7POMSE,3030378,450,0,DEALER,3/14/2013
4TOS4,3030378,480,0,DEALER,3/14/2013
1LOMCHR,3030378,315,0,DEALER,3/14/2013
1LOM5CL,3030378,210,0,DEALER,3/14/2013
4TOS8,3030378,240,0,DEALER,3/14/2013
5TOS8,3030378,108,0,DEALER,3/14/2013
4TOS2,3030379,440,0,DEALER,3/19/2013
4TOS4,3030379,1200,0,DEALER,3/19/2013
4TOS6,3030379,320,0,DEALER,3/19/2013
4TOS8,3030379,600,0,DEALER,3/19/2013
4TOS10,3030379,200,0,DEALER,3/19/2013
4TOS12,3030379,80,0,DEALER,3/19/2013
5TOS6,3030379,144,0,DEALER,3/19/2013
7LOM8,3030379,2016,0,DEALER,3/19/2013
7LOM9,3030379,630,0,DEALER,3/19/2013
7LOM12,3030379,1008,0,DEALER,3/19/2013
7POMSE,3030379,450,0,DEALER,3/19/2013
1LOM4CL,3030379,105,0,DEALER,3/19/2013
1LOM5CL,3030379,105,0,DEALER,3/19/2013
1LOMSG4,3030379,2240,0,DEALER,3/19/2013
1LOM4CL,3030380,105,0,DEALER,3/21/2013
1LOMSA12,3030380,420,0,DEALER,3/21/2013
1LSH,3030380,140,0,DEALER,3/21/2013
7LSMVF12,3030380,168,0,DEALER,3/21/2013
7POM349,3030380,90,0,DEALER,3/21/2013
1LOMSG4,3030380,140,0,DEALER,3/21/2013
4TOS4,3030380,480,0,DEALER,3/21/2013
4TOS496,3030380,192,0,DEALER,3/21/2013
5TOS12,3030380,72,0,DEALER,3/21/2013
7POM348,3030461,90,0,DEALER,3/15/2013
4TOS8,3030461,120,0,DEALER,3/15/2013
5TOS4,3030461,432,0,DEALER,3/15/2013
5TOS6,3030461,432,0,DEALER,3/15/2013
5TOS8,3030461,324,0,DEALER,3/15/2013
5TOS12,3030461,72,0,DEALER,3/15/2013
7LOM8,3030462,504,0,DEALER,3/19/2013
1LOM5CL,3030462,210,0,DEALER,3/19/2013
1PADSL,3030462,37,0,DEALER,3/19/2013
7POM349,3030462,45,0,DEALER,3/19/2013
5TOS4,3030462,216,0,DEALER,3/19/2013
7LOM12,3030462,336,0,DEALER,3/19/2013
7POM348,3030462,45,0,DEALER,3/19/2013
4TOS4,3030462,240,0,DEALER,3/19/2013
4TOS6,3030462,160,0,DEALER,3/19/2013
1LOM5CL,3030463,525,0,DEALER,3/21/2013
1LOM8CL,3030463,105,0,DEALER,3/21/2013
1LOMSL8,3030463,210,0,DEALER,3/21/2013
1LOMSA8,3030463,217,0,DEALER,3/21/2013
1LOMSA8,3030463,203,0,DEALER,3/21/2013
1LOMSA12,3030463,140,0,DEALER,3/21/2013
7POM348,3030463,45,0,DEALER,3/21/2013
7POMSE,3030485,360,0,DEALER,3/21/2013
1LSH,3030485,280,0,DEALER,3/21/2013
7POM348,3030485,45,0,DEALER,3/21/2013
7POM348,3030486,540,0,DEALER,3/21/2013
7POMSE,3030486,90,0,DEALER,3/21/2013
7LOM12,3030482,672,0,DEALER,3/15/2013
7LSH,3030482,840,0,DEALER,3/15/2013
7POMSE,3030482,450,0,DEALER,3/15/2013
4TOS8,3030482,1080,0,DEALER,3/15/2013
4TOS10,3030482,200,0,DEALER,3/15/2013
5TOS4,3030482,648,0,DEALER,3/15/2013
5TOS6,3030482,576,0,DEALER,3/15/2013
5TOS8,3030482,756,0,DEALER,3/15/2013
5TOS10,3030482,450,0,DEALER,3/15/2013
5TOS10,3030482,48,0,DEALER,3/15/2013
4TOS2,3030483,880,0,DEALER,3/12/2013
4TOS4,3030483,3360,0,DEALER,3/12/2013
4TOS8,3030483,960,0,DEALER,3/12/2013
4TOS10,3030483,100,0,DEALER,3/12/2013
5TOS4,3030483,432,0,DEALER,3/12/2013
5TOS6,3030483,288,0,DEALER,3/12/2013
5TOS10,3030483,90,0,DEALER,3/12/2013
5TOS12,3030483,144,0,DEALER,3/12/2013
7LOM12,3030483,1848,0,DEALER,3/12/2013
7LOM12,3030483,187,0,DEALER,3/12/2013
7LSH,3030483,336,0,DEALER,3/12/2013
7LOM6,3030483,672,0,DEALER,3/12/2013
1LOM4CL,3030484,210,0,DEALER,3/19/2013
1LOM5CL,3030484,105,0,DEALER,3/19/2013
1LSH,3030484,140,0,DEALER,3/19/2013
1LOMSG4,3030484,140,0,DEALER,3/19/2013
1LOM5CL,3030556,735,0,DEALER,3/22/2013
1LSH,3030556,280,0,DEALER,3/22/2013
1LOMSL8,3030556,210,0,DEALER,3/22/2013
1LSHCRT,3030556,360,0,DEALER,3/22/2013
5TOS8,3030556,216,0,DEALER,3/22/2013
5TOS4,3030556,216,0,DEALER,3/22/2013
4TOS6,3030556,160,0,DEALER,3/22/2013
1LOM4CL,3030557,210,0,DEALER,3/27/2013
4TOS4,3030558,240,0,DEALER,3/19/2013
4TOS8,3030558,120,0,DEALER,3/19/2013
4TOS12,3030558,80,0,DEALER,3/19/2013
5TOS6,3030558,288,0,DEALER,3/19/2013
5TOS4,3030558,1296,0,DEALER,3/19/2013
4TOS12,3030559,80,0,DEALER,3/21/2013
4TOS2,3030559,440,0,DEALER,3/21/2013
4TOS4,3030559,720,0,DEALER,3/21/2013
4TOS6,3030559,160,0,DEALER,3/21/2013
4TOS8,3030559,360,0,DEALER,3/21/2013
5TOS12,3030559,72,0,DEALER,3/21/2013
5TOS4,3030559,216,0,DEALER,3/21/2013
5TOS6,3030559,144,0,DEALER,3/21/2013
5TOS8,3030559,108,0,DEALER,3/21/2013
1LOM5CL,3030559,1050,0,DEALER,3/21/2013
1LOM8CL,3030559,525,0,DEALER,3/21/2013
7LOM12,3030559,168,0,DEALER,3/21/2013
7LOM8,3030559,252,0,DEALER,3/21/2013
1LOMCHR,3030559,1050,0,DEALER,3/21/2013
7POMSE,3030559,450,0,DEALER,3/21/2013
7LOM6,3030560,336,0,DEALER,3/20/2013
7LOM8,3030560,1512,0,DEALER,3/20/2013
7LOM12,3030560,1680,0,DEALER,3/20/2013
7LSM,3030560,168,0,DEALER,3/20/2013
1LOMSG4,3030560,3360,0,DEALER,3/20/2013
7POMSE,3030560,630,0,DEALER,3/20/2013
1PADSL,3030560,370,0,DEALER,3/20/2013
4TOS6,3030560,960,0,DEALER,3/20/2013
7LOM8,3030561,1260,0,DEALER,3/20/2013
7LOM9,3030561,2310,0,DEALER,3/20/2013
1LOMSG4,3030561,2800,0,DEALER,3/20/2013
4TOS6,3030561,480,0,DEALER,3/20/2013
4TOS8,3030561,840,0,DEALER,3/20/2013
5TOS4,3030561,864,0,DEALER,3/20/2013
5TOS6,3030561,864,0,DEALER,3/20/2013
5TOS12,3030561,288,0,DEALER,3/20/2013
1LOMSG4,3030562,280,0,DEALER,3/28/2013
1LOMSA12,3030562,140,0,DEALER,3/28/2013
1POM8088,3030562,37,0,DEALER,3/28/2013
7POM348,3030562,90,0,DEALER,3/28/2013
4TOS496,3030562,192,0,DEALER,3/28/2013
1LOM5CL,3030562,420,0,DEALER,3/28/2013
1LOMSLC6,3030562,140,0,DEALER,3/28/2013
4TOS4,3030562,720,0,DEALER,3/28/2013
7LSM,3030563,168,0,DEALER,4/3/2013
7POMSP,3030580,2160,0,DEALER,4/5/2013
1LOM5CL,3030581,105,0,DEALER,4/5/2013
4TOS496,3030582,768,0,DEALER,4/5/2013
1LOM5CL,3030582,630,0,DEALER,4/5/2013
7POMSP,3030582,2340,0,DEALER,4/5/2013
4TOS496,3030583,384,0,DEALER,4/5/2013
1LOMSA8,3030583,210,0,DEALER,4/5/2013
7POMSP,3030583,2475,0,DEALER,4/5/2013
1LOM5CL12,3030583,735,0,DEALER,4/5/2013
4TOS496,3030584,960,0,DEALER,4/5/2013
7POMSE,3030584,225,0,DEALER,4/5/2013
4TOS496,3030585,960,0,DEALER,4/5/2013
1LOMSA8,3030585,630,0,DEALER,4/5/2013
7POMSP,3030585,2430,0,DEALER,4/5/2013
1LOM5CL12,3030585,630,0,DEALER,4/5/2013
1LOM126CL,3030624,420,0,DEALER,4/5/2013
7PSMSE,3030624,135,0,DEALER,4/5/2013
7POM348,3030624,180,0,DEALER,4/5/2013
7LOM12,3030624,168,0,DEALER,4/5/2013
7POMSE,3030624,180,0,DEALER,4/5/2013
4TOS8,3030624,120,0,DEALER,4/5/2013
4TOS4,3030624,960,0,DEALER,4/5/2013
4TOS12,3030624,160,0,DEALER,4/5/2013
7LOMSF,3030624,378,0,DEALER,4/5/2013
7LSM,3030624,168,0,DEALER,4/5/2013
4TOS6,3030624,800,0,DEALER,4/5/2013
1LOM4CL,3030625,210,21.3199996948242,DEALER,3/20/2013
1LOM8CL,3030625,210,21.8199996948242,DEALER,3/20/2013
1LOMSL8,3030625,183,9.72999954223633,DEALER,3/20/2013
1LSH,3030625,700,49.4700012207031,DEALER,3/20/2013
5TOS4,3030625,432,21.2600002288818,DEALER,3/20/2013
5TOS8,3030625,216,21.7700004577637,DEALER,3/20/2013
1LOMCHR,3030625,45,4.63000011444092,DEALER,3/20/2013
7LOM12,3030626,336,0,DEALER,3/19/2013
7POM349,3030626,270,0,DEALER,3/19/2013
7POM348,3030626,405,0,DEALER,3/19/2013
7LOM8,3030627,504,0,DEALER,3/20/2013
7LOM12,3030627,336,0,DEALER,3/20/2013
1LOM5CL,3030627,1260,0,DEALER,3/20/2013
7POM349,3030627,42,0,DEALER,3/20/2013
7POM348,3030627,225,0,DEALER,3/20/2013
7POMSE,3030627,675,0,DEALER,3/20/2013
4TOS2,3030627,1320,0,DEALER,3/20/2013
4TOS6,3030627,640,0,DEALER,3/20/2013
4TOS8,3030627,840,0,DEALER,3/20/2013
4TOS12,3030627,240,0,DEALER,3/20/2013
5TOS6,3030627,120,0,DEALER,3/20/2013
7LSH,3030628,1176,0,DEALER,3/26/2013
4TOS8,3030628,360,0,DEALER,3/26/2013
5TOS2,3030628,792,0,DEALER,3/26/2013
7LOM12,3030629,504,0,DEALER,4/4/2013
1LOMSLC6,3030629,980,0,DEALER,4/4/2013
7POM348,3030629,90,0,DEALER,4/4/2013
1LOM124CL,3030672,280,0,DEALER,4/8/2013
7POMRBB8,3030672,45,0,DEALER,4/8/2013
7POM348,3030672,90,0,DEALER,4/8/2013
7POMSE,3030672,45,0,DEALER,4/8/2013
7LSM,3030672,168,0,DEALER,4/8/2013
1LOM5CL,3030702,315,0,DEALER,3/19/2013
1LOMCHR,3030702,105,0,DEALER,3/19/2013
7POMSE,3030702,360,0,DEALER,3/19/2013
4TOS4,3030702,480,0,DEALER,3/19/2013
1LOM8CL,3030702,420,0,DEALER,3/19/2013
E7POMSE,3030702,45,0,ECON,3/19/2013
7LOM6,3030703,672,0,DEALER,3/15/2013
7LOM8,3030703,2268,0,DEALER,3/15/2013
7LOM9,3030703,1260,0,DEALER,3/15/2013
7POMSE,3030703,720,0,DEALER,3/15/2013
7LOMSF,3030703,126,0,DEALER,3/15/2013
4TOS4,3030703,960,0,DEALER,3/15/2013
4TOS6,3030703,480,0,DEALER,3/15/2013
4TOS12,3030703,80,0,DEALER,3/15/2013
5TOS2,3030703,396,0,DEALER,3/15/2013
5TOS4,3030703,648,0,DEALER,3/15/2013
4FOM8,3030703,840,0,DEALER,3/15/2013
7LOM8,3030704,2268,0,DEALER,3/21/2013
7LOM9,3030704,210,0,DEALER,3/21/2013
7LOM12,3030704,168,0,DEALER,3/21/2013
7LSH,3030704,1008,0,DEALER,3/21/2013
7LSM,3030704,168,0,DEALER,3/21/2013
1LSHFISH,3030704,180,0,DEALER,3/21/2013
4TOS2,3030704,440,0,DEALER,3/21/2013
4TOS4,3030704,480,0,DEALER,3/21/2013
4TOS8,3030704,720,0,DEALER,3/21/2013
4TOS10,3030704,100,0,DEALER,3/21/2013
5TOS2,3030704,1188,0,DEALER,3/21/2013
5TOS4,3030704,648,0,DEALER,3/21/2013
4FOM6,3030704,160,0,DEALER,3/21/2013
4FOM8,3030704,600,0,DEALER,3/21/2013
7PSMSE,3030704,90,0,DEALER,3/21/2013
7POM348,3030704,135,0,DEALER,3/21/2013
7POMSE,3030704,180,0,DEALER,3/21/2013
1LOM4CL,3030705,105,0,DEALER,3/27/2013
1LOM5CL,3030705,105,0,DEALER,3/27/2013
1LOM8CL,3030705,210,0,DEALER,3/27/2013
1LOMSA8,3030705,210,0,DEALER,3/27/2013
1LOMSA12,3030705,280,0,DEALER,3/27/2013
7LSMVF12,3030705,504,0,DEALER,3/27/2013
7POM348,3030705,45,0,DEALER,3/27/2013
1LSH,3030706,140,0,DEALER,3/29/2013
1LOMSA12,3030706,280,0,DEALER,3/29/2013
1LOM4CL,3030706,105,0,DEALER,3/29/2013
7LOM12,3030706,168,0,DEALER,3/29/2013
5TOS4,3030706,216,0,DEALER,3/29/2013
4TOS12,3030706,80,0,DEALER,3/29/2013
1LOM8CL,3030706,105,0,DEALER,3/29/2013
1LOMSA8,3030706,420,0,DEALER,3/29/2013
4TOS6,3030706,160,0,DEALER,3/29/2013
1LOM4CL,3030707,315,0,DEALER,4/4/2013
1LOM5CL,3030707,525,0,DEALER,4/4/2013
1LOM8CL,3030707,315,0,DEALER,4/4/2013
7POM348,3030708,900,0,DEALER,3/25/2013
1LOM5CL,3030709,210,0,DEALER,4/1/2013
1LOMSL8,3030709,210,0,DEALER,4/1/2013
1LSH,3030709,140,0,DEALER,4/1/2013
4TOS4,3030709,960,0,DEALER,4/1/2013
4TOS6,3030709,160,0,DEALER,4/1/2013
5TOS4,3030709,648,0,DEALER,4/1/2013
7LOM8,3030747,252,0,DEALER,3/29/2013
7LOM12,3030747,168,0,DEALER,3/29/2013
7LSM,3030747,168,0,DEALER,3/29/2013
1LOMSLC6,3030747,140,0,DEALER,3/29/2013
7PSMSE,3030747,45,0,DEALER,3/29/2013
7POM347,3030747,90,0,DEALER,3/29/2013
7POMSE,3030747,225,0,DEALER,3/29/2013
7POM349,3030747,45,0,DEALER,3/29/2013
7POM348,3030747,180,0,DEALER,3/29/2013
1LSH,3030747,420,0,DEALER,3/29/2013
4TOS12,3030748,160,0,DEALER,3/29/2013
4TOS4,3030748,1200,0,DEALER,3/29/2013
4TOS8,3030748,240,0,DEALER,3/29/2013
4TOS6,3030748,160,0,DEALER,3/29/2013
4TOS2,3030748,440,0,DEALER,3/29/2013
1LOM5CL,3030748,1365,0,DEALER,3/29/2013
1LOM8CL,3030748,630,0,DEALER,3/29/2013
7POMSE,3030748,900,0,DEALER,3/29/2013
5TOS6,3030748,144,0,DEALER,3/29/2013
5TOS8,3030748,108,0,DEALER,3/29/2013
1LOMCHR,3030748,315,0,DEALER,3/29/2013
7POMSE,3030749,720,0,DEALER,4/1/2013
7LOM12,3030749,504,0,DEALER,4/1/2013
7LOM6,3030749,1008,0,DEALER,4/1/2013
4TOS2,3030749,1320,0,DEALER,4/1/2013
4TOS4,3030749,960,0,DEALER,4/1/2013
4TOS6,3030749,320,0,DEALER,4/1/2013
1LOM5CL,3030749,2310,0,DEALER,4/1/2013
4TOS4,3030750,2160,0,DEALER,4/5/2013
4TOS6,3030750,320,0,DEALER,4/5/2013
5TOS4,3030750,216,0,DEALER,4/5/2013
7POMSE,3030797,1350,0,DEALER,3/19/2013
4TOS2,3030797,1760,0,DEALER,3/19/2013
4TOS4,3030797,2400,0,DEALER,3/19/2013
4TOS6,3030797,1600,0,DEALER,3/19/2013
4TOS8,3030797,240,0,DEALER,3/19/2013
4TOS10,3030797,200,0,DEALER,3/19/2013
4TOS12,3030797,160,0,DEALER,3/19/2013
4TOS2,3030798,440,0,DEALER,3/25/2013
4TOS4,3030798,480,0,DEALER,3/25/2013
4TOS6,3030798,160,0,DEALER,3/25/2013
4TOS8,3030798,240,0,DEALER,3/25/2013
4TOS12,3030798,80,0,DEALER,3/25/2013
5TOS4,3030798,216,0,DEALER,3/25/2013
5TOS8,3030798,108,0,DEALER,3/25/2013
5TOS12,3030798,72,0,DEALER,3/25/2013
1LOMSG4,3030798,420,0,DEALER,3/25/2013
7POMSE,3030798,360,0,DEALER,3/25/2013
1LOM5CL,3030799,315,0,DEALER,4/1/2013
1LOM8CL,3030799,210,0,DEALER,4/1/2013
1LOMSA8,3030799,210,0,DEALER,4/1/2013
1LSH,3030799,280,0,DEALER,4/1/2013
1POM8088,3030799,37,0,DEALER,4/1/2013
1LSHCRT,3030799,360,0,DEALER,4/1/2013
1LOMSG4,3030799,420,0,DEALER,4/1/2013
7LOM6,3030800,2016,0,DEALER,3/26/2013
7LOMSF,3030800,1764,0,DEALER,3/26/2013
7LOM12,3030800,1344,0,DEALER,3/26/2013
7POM348,3030800,270,0,DEALER,3/26/2013
4TOS4,3030800,960,0,DEALER,3/26/2013
1LOM124CL,3030800,560,0,DEALER,3/26/2013
7POMSE,3030800,360,0,DEALER,3/26/2013
1LOMSLC6,3030800,280,0,DEALER,3/26/2013
7LSMVF12,3030801,6,0,DEALER,4/9/2013
E7POMSP,3030891,35,0,ECON,12/11/2012
7LOM12,3030892,504,0,DEALER,3/25/2013
7PSMSE,3030892,90,0,DEALER,3/25/2013
7POMSE,3030892,810,0,DEALER,3/25/2013
7LOM6,3030892,336,0,DEALER,3/25/2013
7LSH,3030892,168,0,DEALER,3/25/2013
4TOS10,3030892,200,0,DEALER,3/25/2013
4TOS12,3030892,80,0,DEALER,3/25/2013
4TOS2,3030892,440,0,DEALER,3/25/2013
4TOS4,3030892,480,0,DEALER,3/25/2013
4TOS6,3030892,960,0,DEALER,3/25/2013
4TOS6,3030892,176,0,DEALER,3/25/2013
4TOS8,3030892,840,0,DEALER,3/25/2013
5TOS10,3030892,90,0,DEALER,3/25/2013
5TOS12,3030892,144,0,DEALER,3/25/2013
5TOS6,3030892,288,0,DEALER,3/25/2013
5TOS8,3030892,540,0,DEALER,3/25/2013
58TOM3DTP,3030893,19872,0,DEALER,3/15/2013
58TOM4DTP,3030893,2304,0,DEALER,3/15/2013
58TOM6DTP,3030893,192,0,DEALER,3/15/2013
58TOM6DTP,3030893,216,0,DEALER,3/15/2013
1LOM4CL,3030894,105,0,DEALER,4/4/2013
1LOM5CL,3030894,525,0,DEALER,4/4/2013
1LOM8CL,3030894,105,0,DEALER,4/4/2013
1LOMSL8,3030894,210,0,DEALER,4/4/2013
1LSH,3030894,280,0,DEALER,4/4/2013
5TOS4,3030894,216,0,DEALER,4/4/2013
1LSHCRT,3030894,1440,0,DEALER,4/4/2013
1LOM5CL,3030923,210,0,DEALER,4/12/2013
7POMSP,3030923,1890,0,DEALER,4/12/2013
1LOM5CL,3030924,210,0,DEALER,4/12/2013
4TOS496,3030925,192,0,DEALER,4/12/2013
1LOM5CL,3030925,735,0,DEALER,4/12/2013
7POMSP,3030925,2160,0,DEALER,4/12/2013
4TOS496,3030926,384,0,DEALER,4/12/2013
1LOMSA8,3030926,1050,0,DEALER,4/12/2013
7POMSP,3030926,2250,0,DEALER,4/12/2013
1LOM5CL12,3030926,420,0,DEALER,4/12/2013
7LOM12,3030927,168,0,DEALER,4/12/2013
4TOS496,3030927,192,0,DEALER,4/12/2013
1LOM5CL,3030927,105,0,DEALER,4/12/2013
4TOS496,3030928,576,0,DEALER,4/12/2013
1LOMSA8,3030928,630,0,DEALER,4/12/2013
7POMSP,3030928,1845,0,DEALER,4/12/2013
1LOM5CL12,3030928,1155,0,DEALER,4/12/2013
7LOM12,3030941,1512,0,DEALER,4/1/2013
1LOM5CL,3030941,735,0,DEALER,4/1/2013
1LSH,3030941,420,0,DEALER,4/1/2013
7LSM,3030941,168,0,DEALER,4/1/2013
7POMSE,3030941,900,0,DEALER,4/1/2013
4TOS4,3030941,3360,0,DEALER,4/1/2013
4TOS12,3030941,160,0,DEALER,4/1/2013
5TOS6,3030941,720,0,DEALER,4/1/2013
1PTXA12BL,3030945,1364,0,DEALER,3/6/2013
5TTXA192,3030945,336,0,DEALER,3/6/2013
7LOM6,3030947,336,0,DEALER,3/26/2013
7LOM12,3030947,2016,0,DEALER,3/26/2013
7LOMSF,3030947,252,0,DEALER,3/26/2013
7LOMSF,3030947,114,0,DEALER,3/26/2013
7POMSE,3030947,450,0,DEALER,3/26/2013
4TOS2,3030947,880,0,DEALER,3/26/2013
4TOS4,3030947,1680,0,DEALER,3/26/2013
4TOS4,3030947,248,0,DEALER,3/26/2013
4TOS6,3030947,160,0,DEALER,3/26/2013
4TOS8,3030947,960,0,DEALER,3/26/2013
4TOS10,3030947,200,0,DEALER,3/26/2013
4FOM8,3030947,600,0,DEALER,3/26/2013
5TOS4,3030947,432,0,DEALER,3/26/2013
5TOS6,3030947,576,0,DEALER,3/26/2013
1LOM4CL,3031005,315,0,DEALER,4/4/2013
1LOM5CL,3031005,315,0,DEALER,4/4/2013
7LOM8,3031006,2520,0,DEALER,3/26/2013
7LOM9,3031006,1260,0,DEALER,3/26/2013
7LOM12,3031006,336,0,DEALER,3/26/2013
1LOM5CL,3031006,210,0,DEALER,3/26/2013
7POM349,3031006,360,0,DEALER,3/26/2013
7POMSE,3031006,315,0,DEALER,3/26/2013
7PSMSE,3031006,90,0,DEALER,3/26/2013
4TOS4,3031006,1200,0,DEALER,3/26/2013
4TOS6,3031006,320,0,DEALER,3/26/2013
4TOS8,3031006,120,0,DEALER,3/26/2013
4TOS10,3031006,100,0,DEALER,3/26/2013
5TOS6,3031006,432,0,DEALER,3/26/2013
5TOS10,3031006,90,0,DEALER,3/26/2013
4FOM8,3031006,240,0,DEALER,3/26/2013
4TOS2,3031006,440,0,DEALER,3/26/2013
58TOM4DTU,3031007,3744,0,DEALER,12/18/2012
58TOM4DTU,3031007,279,0,DEALER,12/18/2012
5TOS6,3031008,1008,0,DEALER,4/4/2013
4TOS6,3031008,160,0,DEALER,4/4/2013
7LOM12,3031008,336,0,DEALER,4/4/2013
5TOS12,3031008,72,0,DEALER,4/4/2013
1LOM5CL,3031009,420,0,DEALER,4/5/2013
1LOMSL8,3031009,210,0,DEALER,4/5/2013
1LOMSA12,3031009,420,0,DEALER,4/5/2013
1LOMSLC6,3031009,140,0,DEALER,4/5/2013
7POMRBB8,3031009,45,0,DEALER,4/5/2013
1LSHRND,3031009,180,0,DEALER,4/5/2013
4TOS4,3031009,240,0,DEALER,4/5/2013
1LOM124CL,3031057,420,0,DEALER,4/16/2013
1LOMSG4,3031057,280,0,DEALER,4/16/2013
1LOM126CL,3031057,127,0,DEALER,4/16/2013
1LOM126CL,3031057,420,0,DEALER,4/16/2013
1PADSL,3031057,37,0,DEALER,4/16/2013
7LOM12,3031057,1008,0,DEALER,4/16/2013
7POMSE,3031057,315,0,DEALER,4/16/2013
7LOMSF,3031057,252,0,DEALER,4/16/2013
7LOM8,3031074,1008,0,DEALER,4/5/2013
7LOM6,3031074,1344,0,DEALER,4/5/2013
7LOMSF,3031074,756,0,DEALER,4/5/2013
7LOM12,3031074,1176,0,DEALER,4/5/2013
7LOM12,3031074,175,0,DEALER,4/5/2013
1LOM4CL,3031074,420,0,DEALER,4/5/2013
1LOM124CL,3031074,1260,0,DEALER,4/5/2013
1LOM124CL,3031074,115,0,DEALER,4/5/2013
